"Nacionalidade","Estado","Cidade","Bairro","Trabalha","Carteira Assinada","Tipo de Estabelecimento","Sexo","Escolaridade","Raça","Data de Nascimento","Pontuação","Percentual de Conclusão do Canal","Data de Conclusão do Canal"
"Brasil","Pernambuco","Recife","TORRE","","","Gestor de Turismo Público","Feminino","Superior","Parda","26-09-1981","429","100.00","2019-02-24 14:56:56.933"
"Brasil","Roraima","Cantá","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Parda","11-07-1992","429","100.00","2019-01-10 13:18:35.262"
"Brasil","Goiás","Varjão","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Branca","23-07-1979","429","100.00","2019-04-11 22:38:29.129"
"Brasil","Rio Grande do Sul","Pelotas","Centro","","","Gestor de Turismo Privado","Masculino","Superior incompleto","Branca","07-03-1994","429","100.00","2019-01-25 18:37:49.374"
"Brasil","São Paulo","Santos","SANTOS","","","AGENTE DE VIAGENS","Masculino","Superior","Branca","26-07-1986","429","100.00","2019-01-22 02:54:53.882"
"Brasil","Minas Gerais","São Thomé das Letras","CENTRO","","","Gestor de Turismo Privado","Masculino","Superior","Branca","19-11-1976","429","100.00","2019-03-07 19:39:46.033"
"Brasil","Amazonas","Tefé","FONTE BOA","","","Organização Social","Masculino","Superior","Branca","12-02-1981","429","100.00","2019-02-12 12:03:01.117"
"Brasil","Rio de Janeiro","Duque de Caxias","PAULICÉIA","","","AGENTE DE VIAGENS","Masculino","Superior incompleto","Branca","28-06-1997","429","100.00","2019-12-09 23:47:55.844"
"Brasil","Ceará","Caucaia","NOVA METRÓPOLE","","","Guia de Turismo","Masculino","Superior","Preta","31-01-1995","429","100.00","2019-02-22 16:21:22.951"
"Brasil","Maranhão","Caxias","CENTRO","","","Gestor de Turismo Público","Masculino","Superior incompleto","Parda","08-03-1970","429","100.00","2019-02-19 22:52:31.097"
"Brasil","Rio Grande do Norte","Arês","CONJUNTO GUARÁIRAS","","","estudante de Gestur","Masculino","Superior incompleto","Parda","18-01-1991","429","100.00","2019-12-16 14:22:40.643"
"Brasil","Minas Gerais","Sete Lagoas","SÃO JORGE","","","Eventos","Masculino","Medio incompleto","Parda","25-06-1976","429","100.00","2019-11-19 01:25:23.278"
"Brasil","São Paulo","Santo André","VILA JUNQUEIRA","","","Gestor de Turismo Privado","Masculino","Superior","Branca","09-07-1971","429","100.00","2019-02-14 00:46:18.865"
"Brasil","Minas Gerais","São Lourenço","CENTRO","","","Professor de Turismo","Masculino","Superior incompleto","Branca","23-03-1984","429","100.00","2019-12-27 23:21:07.256"
"Brasil","Rio de Janeiro","Parati","CENTRO HISTÓRICO ","","","Guia de Turismo","Masculino","Superior","Parda","26-01-1969","429","100.00","2019-01-25 19:57:05.268"
"Brasil","Pará","Belém","SOUSA","","","SERVIDOR PÚB. ESTAD","Masculino","Superior","Branca","07-02-1968","429","100.00","2019-04-30 19:08:37.708"
"Brasil","Rio Grande do Norte","Ipanguaçu","ZONA RURAL","","","ORIENTADOR TURISTICO","Masculino","Superior","Parda","12-08-1985","429","100.00","2019-01-05 20:19:12.695"
"Brasil","São Paulo","São José dos Campos","EUGÊNIO DE MELO","","","PROFESSOR","Masculino","Superior","Parda","31-12-1961","429","100.00","2019-01-27 15:04:45.104"
"Brasil","Distrito Federal","Brasília","ASA SUL","","","Militar","Masculino","Superior","Amarela","26-10-1967","429","100.00","2019-11-27 13:19:29.134"
"Brasil","Distrito Federal","Brasília","ASA NORTE","","","Gestor de Turismo Público","Masculino","Superior","Branca","16-08-1988","429","100.00","2019-02-05 14:54:17.827"
"Brasil","Minas Gerais","Grão Mogol","CENTRO","","","condutor","Masculino","Medio","Preta","11-07-1979","429","100.00","2019-10-25 16:08:33.189"
"Brasil","Goiás","Goiânia","SETOR BUENO","","","Gestor de Turismo Privado","Masculino","Superior","Branca","29-10-1973","429","100.00","2019-01-31 13:31:32.851"
"Brasil","Rio de Janeiro","Rio de Janeiro","CAMPINHO","","","Gestor de Turismo Privado","Masculino","Superior","Preta","18-07-1966","429","100.00","2019-04-30 05:20:51.01"
"Brasil","Pará","Castanhal","NOVO ESTRELA","","","Administração","Masculino","Superior","Parda","29-06-1987","429","100.00","2019-04-26 00:46:28.915"
"Brasil","Rio de Janeiro","Duas Barras","BAÚ","","","Jornalista","Masculino","Superior","Branca","09-04-1962","429","100.00","2019-12-27 21:09:00.849"
"Brasil","São Paulo","São José dos Campos","JARDIM DAS INDUSTRIAS","","","Sócio proprietário","Masculino","Superior","Parda","10-11-1954","429","100.00","2019-11-14 22:40:20.448"
"Brasil","Distrito Federal","Brasília","ASA SUL","","","Gestor de Turismo Privado","Masculino","Superior","Branca","01-01-1983","429","100.00","2019-02-14 20:54:19.408"
"Brasil","Ceará","Fortaleza","ALDEOTA","","","Gestor de Turismo Privado","Masculino","Superior","Branca","24-01-1980","429","100.00","2019-02-11 14:28:46.291"
"Brasil","Ceará","Aquiraz","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Parda","06-01-1982","429","100.00","2019-01-06 22:09:58.68"
"Brasil","Pernambuco","Recife","JARDIM SÃO PAULO","","","Graduando - Turismo","Feminino","Superior incompleto","Parda","22-07-1984","429","100.00","2019-02-16 15:07:12.361"
"Brasil","Minas Gerais","São João Batista do Glória","BOA VISTA","","","Gestor de Turismo Privado","Feminino","Superior","Branca","10-03-1983","429","100.00","2019-02-11 18:15:44.838"
"Brasil","Rio de Janeiro","Rio de Janeiro","LEBLON","","","RECEPCIONISTA","Feminino","Superior incompleto","Branca","10-10-1969","429","100.00","2019-02-12 15:16:10.186"
"Brasil","Paraná","Curitiba","JARDIM DAS AMERICAS","","","guia de turismo","Masculino","Medio","Branca","01-08-1977","429","100.00","2019-10-27 07:43:53.675"
"Brasil","Paraná","Ampére","NOSSA SENHORA DAS GRAÇAS","","","AUXILIAR ADM.","Feminino","Superior","Branca","16-07-1986","429","100.00","2019-01-08 22:49:14.65"
"Brasil","Minas Gerais","São Lourenço","RAMON","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Branca","17-08-1974","429","100.00","2019-02-17 19:43:07.495"
"Brasil","Tocantins","Paraíso do Tocantins","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Parda","08-12-1979","429","100.00","2019-01-08 01:18:20.247"
"Brasil","Paraná","Matinhos","CAIOBA ","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Branca","18-02-1975","429","100.00","2019-02-14 11:21:49.111"
"Brasil","Rio Grande do Sul","Santa Maria","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior","Branca","10-03-1993","429","100.00","2019-02-17 23:15:23.206"
"Brasil","Rio de Janeiro","São Gonçalo","ANTONINA","","","Estudante","Feminino","Superior","Parda","22-12-1969","429","100.00","2019-01-24 20:28:18.845"
"Brasil","São Paulo","Espírito Santo do Pinhal","SAO PEDRO","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Branca","22-03-1975","429","100.00","2019-01-09 17:23:30.091"
"Brasil","Rio Grande do Sul","Nova Petrópolis","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior","Branca","06-07-1995","429","100.00","2019-04-25 13:27:19.746"
"Brasil","Rio Grande do Sul","Barão","Operário","","","Gestor de Turismo Público","Feminino","Superior incompleto","Branca","17-10-1995","429","100.00","2019-02-15 08:53:56.537"
"Brasil","São Paulo","São Paulo","VILA ITABERABA","","","Taxista","Masculino","Medio","Parda","28-09-1961","429","100.00","2019-04-20 12:52:35.22"
"Brasil","Rio Grande do Norte","Canguaretama","SERTÃOZINHO","","","Estudante","Masculino","Superior incompleto","Branca","26-08-1996","429","100.00","2019-12-01 15:53:12.619"
"Brasil","Pará","Belém","TENONÉ","","","Gestor de Turismo Privado","Masculino","Superior","Parda","24-03-1975","429","100.00","2019-02-17 15:13:39.14"
"Brasil","Paraná","Balsa Nova","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Branca","20-04-1968","429","100.00","2019-01-31 17:17:04.682"
"Brasil","Goiás","Trindade","CENTRO","","","empresário","Masculino","Superior incompleto","Branca","25-05-1951","429","100.00","2019-01-18 15:41:40.106"
"Brasil","Rio de Janeiro","Mangaratiba","ITACURUÇÁ","","","Gestor de Turismo Público","Masculino","Superior","Preta","06-08-1984","429","100.00","2019-05-02 01:52:29.684"
"Brasil","Espírito Santo","Piúma","ACAIACA","","","Gestor de Turismo Privado","Feminino","Fundamental","Parda","03-11-1959","429","100.00","2019-04-26 19:11:30.777"
"Brasil","Minas Gerais","Jacutinga","CENTRO","","","Gestor de Turismo Público","Masculino","Medio","Branca","05-10-1969","429","100.00","2019-04-22 21:36:02.307"
"Brasil","Goiás","Planaltina","SETOR NORTE","","","administração ","Feminino","Superior","Parda","20-04-1995","429","100.00","2019-12-26 13:49:28.398"
"Brasil","Rio Grande do Sul","Sapiranga","Santa Fé","","","Graduanda de Turismo","Feminino","Superior incompleto","Branca","17-03-1997","429","100.00","2019-02-15 00:20:10.086"
"Brasil","Minas Gerais","Nova Lima","JARDIM CANADA","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Branca","14-02-1979","429","100.00","2019-04-08 13:42:32.75"
"Brasil","Rio Grande do Sul","Passo Fundo","NOSSA SENHORA APARECIDA","","","Estudante","Masculino","Superior incompleto","Branca","31-01-1991","429","100.00","2019-12-19 22:27:14.598"
"Brasil","São Paulo","Arujá","CENTRO RESIDENCIAL","","","Curso de turismo","Feminino","Superior incompleto","Parda","27-01-1976","429","100.00","2019-12-07 20:32:48.146"
"Brasil","Rio Grande do Sul","Camaquã","JARDIM DO FORTE","","","Gestor de Turismo Público","Feminino","Superior","Branca","16-04-1949","429","100.00","2019-04-26 22:32:38.403"
"Brasil","Rio de Janeiro","Nova Iguaçu","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Branca","21-04-1985","429","100.00","2019-02-02 16:39:14.979"
"Brasil","Rio Grande do Sul","Santa Maria","NOSSA SENHORA DE FÁTIMA","","","Gestor de Turismo Privado","Masculino","Superior","Branca","07-11-1990","429","100.00","2019-01-09 15:47:33.067"
"Brasil","Rondônia","Porto Velho","SÃO SEBASTIAO","","","Funcionário publico","Feminino","Superior","Branca","07-04-1965","429","100.00","2019-02-13 23:35:35.889"
"Brasil","Distrito Federal","Brasília","SOBRADINHO","","","Gestor de Turismo Público","Feminino","Superior","Parda","07-08-1993","429","100.00","2019-01-18 19:34:58.381"
"Brasil","Santa Catarina","Herval d'Oeste","CENTRO","","","Consultoria ","Feminino","Superior","Branca","01-01-1976","429","100.00","2019-03-21 15:53:58.29"
"Brasil","Espírito Santo","Vila Velha","NOVO MÉXICO","","","GUIA DE TURISMO","Feminino","Superior","Parda","12-03-1965","429","100.00","2019-02-13 19:37:32.667"
"Brasil","Rio de Janeiro","Rio de Janeiro","SANTA TERESA","","","Desempregado","Masculino","Superior","Parda","17-02-1996","429","100.00","2019-02-19 11:38:30.788"
"Brasil","Minas Gerais","Capitólio","NOSSA SENHORA APARECIDA","","","Gestor de Turismo Público","Masculino","Superior","Parda","06-11-1968","429","100.00","2019-03-01 20:15:19.789"
"Brasil","Alagoas","Maceió","PONTA VERDE","","","Servidor Federal","Masculino","Superior","Branca","19-03-1957","429","100.00","2019-02-08 13:25:31.439"
"Brasil","Rio de Janeiro","Rio de Janeiro","LAVA PES","","","Gestor de Turismo Público","Feminino","Superior","Parda","06-06-1970","429","100.00","2019-04-30 23:02:18.043"
"Brasil","Minas Gerais","Belo Horizonte","BETÂNIA","","","Estudante","Feminino","Superior incompleto","Preta","03-01-1994","429","100.00","2019-04-26 23:58:17.064"
"Brasil","Distrito Federal","Brasília","SUDOESTE","","","Gestor","Feminino","Superior","Branca","28-07-1982","429","100.00","2019-11-14 16:38:11.428"
"Brasil","Rondônia","Porto Velho","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Parda","20-01-1987","429","100.00","2019-04-26 17:39:50.325"
"Brasil","Rio Grande do Sul","São José do Norte","GUARIDA","","","Estudante","Feminino","Medio","Branca","17-12-1999","429","100.00","2019-02-09 19:20:29.095"
"Brasil","Mato Grosso do Sul","Bonito","VILA DONÁRIA","","","Gerente","Feminino","Superior","Branca","27-10-1985","429","100.00","2019-11-20 01:51:18.029"
"Brasil","São Paulo","Guarulhos","MACEDO ","","","Agência de viagem ","Feminino","Superior","Branca","24-06-1999","429","100.00","2019-12-03 00:31:16.198"
"Brasil","Minas Gerais","Bicas","SANTO ANTONIO","","","Desempregada","Feminino","Superior","Branca","15-09-1992","429","100.00","2019-04-15 08:05:23.146"
"Brasil","Rio Grande do Norte","Tibau do Sul","DISTRITO DE CABECEIRAS","","","Gestor de Turismo Público","Feminino","Superior","Branca","13-12-1997","429","100.00","2019-11-22 20:52:14.431"
"Brasil","São Paulo","Ilha Solteira","ZONA NORTE","","","Gestor de Turismo Público","Feminino","Superior incompleto","Parda","25-06-1991","429","100.00","2019-04-25 23:57:06.759"
"Brasil","São Paulo","Caraguatatuba","CENTRO","","","servidora pública","Feminino","Superior","Branca","21-07-1971","429","100.00","2019-11-20 16:59:59.766"
"Brasil","Sergipe","Aracaju","GRAGERU","","","Gestor de Turismo Privado","Feminino","Superior","Parda","11-07-1991","429","100.00","2019-02-11 19:18:05.644"
"Brasil","Amazonas","Manaus","TARUMA","","","Estudante de Turismo","Feminino","Superior incompleto","Parda","11-02-1972","429","100.00","2019-02-07 17:23:28.247"
"Brasil","Mato Grosso","Sorriso","NOBRE","","","Acadêmica","Feminino","Superior incompleto","Branca","17-07-1993","429","100.00","2019-04-29 17:22:18.8"
"Brasil","Paraná","Paranavaí","CENTRO","","","Agente Adm - Público","Feminino","Superior","Branca","01-01-1989","429","100.00","2019-02-13 09:06:34.874"
"Brasil","Alagoas","Maceió","FAROL","","","Arquiteta e Urbanist","Feminino","Superior","Parda","07-07-1992","429","100.00","2019-04-25 16:36:47.679"
"Brasil","Alagoas","Maragogi","BARRA GRANDE","","","Gestor de Turismo Privado","Masculino","Superior","Branca","11-11-1982","429","100.00","2019-10-25 13:14:54.867"
"Brasil","Pernambuco","Recife","BOA VISTA","","","Graduanda de Turismo","Feminino","Superior","Branca","21-10-1981","429","100.00","2019-02-15 15:20:53.46"
"Brasil","Minas Gerais","Araxá","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","06-11-1986","429","100.00","2019-01-18 09:04:10.051"
"Brasil","Santa Catarina","Garopaba","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior","Branca","27-01-1988","429","100.00","2019-02-05 14:10:18.221"
"Brasil","Goiás","Goiânia","CRIMEIA LESTE","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Branca","23-03-1990","429","100.00","2019-02-07 12:59:50.081"
"Brasil","Minas Gerais","Juiz de Fora","São Pedro","","","Professor","Feminino","Superior","Branca","28-10-1981","429","100.00","2019-04-30 17:04:57.847"
"Brasil","Rio Grande do Norte","Rio do Fogo","CENTRO","","","Turismólogo","Masculino","Superior","Parda","27-09-1992","429","100.00","2019-12-08 12:42:21.896"
"Brasil","Mato Grosso do Sul","Campo Grande","CENTRO","","","TELEMARKTING","Masculino","Superior incompleto","Parda","29-06-1990","429","100.00","2019-02-11 13:32:03.642"
"Brasil","Sergipe","Aracaju","JABUTIANA","","","aracaju","Feminino","Superior incompleto","Parda","15-12-1988","429","100.00","2019-01-26 17:26:40.748"
"Brasil","São Paulo","Cubatão","VILA NOVA","","","Gestor de Turismo Público","Feminino","Superior","Branca","12-02-1966","429","100.00","2019-12-02 15:20:28.841"
"Brasil","Minas Gerais","Alagoa","Rio Acima","","","Autónoma","Feminino","Superior","Branca","27-08-1987","429","100.00","2019-03-14 10:13:40.334"
"Brasil","Rio Grande do Sul","Itaara","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","29-07-1983","429","100.00","2019-01-02 12:23:03.76"
"Brasil","Sergipe","Umbaúba","CENTRO","","","Diretora de Turismo","Feminino","Superior","Parda","04-06-1987","429","100.00","2019-04-30 20:23:28.319"
"Brasil","Rio Grande do Norte","Baía Formosa","CENTRO","","","Estudante","Feminino","Superior incompleto","Branca","13-10-1996","429","100.00","2019-12-10 17:19:24.675"
"Brasil","Rio Grande do Norte","Mossoró","CENTRO","","","Gestor de Turismo Público","Feminino","Superior incompleto","Parda","01-04-1965","429","100.00","2019-04-30 09:52:37.297"
"Brasil","Rio de Janeiro","Resende","MIRANTE DA SERRA","","","Gestor de Turismo Público","Feminino","Medio","Parda","22-09-1999","429","100.00","2019-04-28 12:09:41.021"
"Brasil","Ceará","Fortaleza","MESSEJANA","","","administrativo","Feminino","Superior","Parda","13-06-1973","429","100.00","2019-02-14 11:17:31.691"
"Brasil","Goiás","Formosa","VILA BELA","","","Gestor de Turismo Público","Feminino","Superior","Branca","15-03-1991","429","100.00","2019-01-12 12:40:16.544"
"Brasil","Paraná","Ponta Grossa","RONDA","","","Gestor de Turismo Público","Feminino","Superior","Branca","23-07-1982","429","100.00","2019-04-16 17:13:48.678"
"Brasil","São Paulo","Guarujá","GUARUJA","","","Gestor de Turismo Público","Feminino","Superior","Branca","15-06-1974","429","100.00","2019-01-19 00:35:52.024"
"Brasil","Rio Grande do Sul","Porto Alegre","CENTRO HISTORIO","","","Professor","Masculino","Superior","Parda","18-01-1979","429","100.00","2019-04-29 09:16:07.887"
"Brasil","Distrito Federal","Brasília","ASA NORTE","","","estudante","Feminino","Superior","Branca","03-10-1965","429","100.00","2019-04-05 16:29:37.09"
"Brasil","Minas Gerais","Arinos","CENTRO","","","Gestor de Turismo Público","Feminino","Superior incompleto","Parda","19-05-1976","429","100.00","2019-04-29 08:14:38.905"
"Brasil","Ceará","Icó","CENTRO","","","Estudante de Hotelar","Feminino","Superior incompleto","Branca","06-11-1995","429","100.00","2019-04-05 15:29:02.602"
"Brasil","Minas Gerais","Cambuí","VILA NOSSA SENHORA APARECIDA","","","Sociedade civil","Masculino","Superior incompleto","Branca","08-10-1988","429","100.00","2019-12-21 10:44:11.346"
"Brasil","Rio Grande do Sul","Coqueiro Baixo","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Branca","28-07-1964","429","100.00","2019-01-17 09:47:02.438"
"Brasil","Espírito Santo","Piúma","PORTINHO","","","Gestor de Turismo Público","Masculino","Superior incompleto","Parda","27-02-1957","429","100.00","2019-02-16 16:17:26.632"
"Brasil","Rio de Janeiro","Rio de Janeiro","FLAMENGO","","","Guia de Turismo","Masculino","Superior","Branca","11-07-1981","429","100.00","2019-02-06 01:23:02.239"
"Brasil","Rio Grande do Norte","Natal","PITIMBU","","","Gestor de Turismo Público","Masculino","Superior incompleto","Parda","17-05-1970","429","100.00","2019-04-24 20:37:39.962"
"Brasil","São Paulo","São Roque","TABOÃO","","","Gestor de Turismo Público","Masculino","Medio","Parda","30-10-1965","429","100.00","2019-02-16 10:28:00.392"
"Brasil","Distrito Federal","Brasília","ASA NORTE","","","Condutor de turismo","Masculino","Superior","Parda","29-08-1983","429","100.00","2019-04-29 21:21:52.209"
"Brasil","Pernambuco","Recife","VÁRZEA","","","ESTUDANTE","Masculino","Superior incompleto","Branca","24-09-1998","429","100.00","2019-02-08 20:15:25.443"
"Brasil","Rio de Janeiro","São Gonçalo","ANTONINA","","","ESTUDANTE","Masculino","Superior incompleto","Branca","15-08-1995","429","100.00","2019-01-24 22:47:55.736"
"Brasil","Santa Catarina","Santo Amaro da Imperatriz","CENTRO","","","Gestor de Turismo Público","Feminino","Medio","Branca","01-05-1963","429","100.00","2019-04-20 17:57:18.501"
"Brasil","Piauí","Gilbués","CENTRO","","","Gestor de Turismo Público","Masculino","Superior incompleto","Preta","16-11-1970","429","100.00","2019-02-11 11:17:35.095"
"Brasil","Bahia","Paulo Afonso","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Branca","20-04-1978","429","100.00","2019-11-28 10:17:38.444"
"Brasil","Rio Grande do Sul","Roca Sales","CENTRO","","","Gestor de Turismo Público","Feminino","Superior incompleto","Branca","06-07-1970","429","100.00","2019-01-23 09:24:58.908"
"Brasil","Goiás","Chapadão do Céu","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Parda","24-04-1968","429","100.00","2019-02-21 08:47:51.513"
"Brasil","Rio de Janeiro","Duque de Caxias","25 DE AGOSTO","","","Professor de Turismo","Feminino","Superior","Parda","","429","100.00","2019-02-28 14:33:12.593"
"Brasil","Paraná","Campina Grande do Sul","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior","Branca","02-11-1990","429","100.00","2019-02-15 12:07:59.784"
"Brasil","São Paulo","Guarulhos","MACEDO","","","Professora","Feminino","Superior","Branca","09-01-1976","429","100.00","2019-11-26 15:52:16.898"
"Brasil","Rio de Janeiro","Rio de Janeiro","MANGUINHOS","","","Biólogo ","Feminino","Superior","Branca","01-04-1967","429","100.00","2019-02-26 20:32:21.47"
"Brasil","Rondônia","Porto Velho","RONALDO ARAGÃO","","","SERVIDOR PÚBLICO","Feminino","Superior incompleto","Parda","03-12-1972","429","100.00","2019-11-25 11:24:51.176"
"Brasil","São Paulo","São Paulo","MOOCA","","","Saude","Feminino","Superior","Branca","06-06-1960","429","100.00","2019-04-27 19:33:27.154"
"Brasil","Minas Gerais","Juiz de Fora","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Branca","12-08-1975","429","100.00","2019-02-01 15:51:36.177"
"Brasil","São Paulo","Guarulhos","VILA TIJUCA/GUARULHOS","","","Funcionário Público ","Masculino","Superior","Branca","11-08-1966","429","100.00","2019-02-03 20:26:17.915"
"Brasil","Minas Gerais","Araponga","CENTRO ","","","Gestor de Turismo Público","Masculino","Medio","Parda","10-12-1979","429","100.00","2019-02-11 09:47:08.124"
"Brasil","Rio Grande do Sul","Viamão","TARUMÃ","","","Gestor de Turismo Privado","Masculino","Superior incompleto","Preta","22-11-1991","429","100.00","2019-10-30 03:31:41.794"
"Brasil","Rio Grande do Norte","Tibau do Sul","DISTRITO DE PIPA","","","Estudante","Feminino","Superior incompleto","Parda","13-09-1995","429","100.00","2019-12-06 14:55:43.217"
"Brasil","Pará","Curralinho","Curralinho-Marajó","","","COORDENADORA TÉCNICA","Feminino","Superior","Parda","02-10-1972","429","100.00","2019-01-09 01:52:44.011"
"Brasil","Pernambuco","Recife","BOA VIAGEM","","","Gestor de Turismo Público","Feminino","Superior","Branca","14-03-1989","429","100.00","2019-02-14 19:38:48.663"
"Brasil","Minas Gerais","Araxá","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior","Branca","25-12-1989","429","100.00","2019-03-24 21:29:37.976"
"Brasil","Mato Grosso","Sorriso","NOBRE","","","academica ","Feminino","Superior incompleto","Branca","21-08-1966","429","100.00","2019-04-12 10:53:16.798"
"Brasil","São Paulo","Mineiros do Tietê","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","22-09-1967","429","100.00","2019-02-06 11:11:39.928"
"Brasil","Rio Grande do Norte","Goianinha","NOVO HORIZONTE","","","Gestão de Turismo","Feminino","Superior incompleto","Parda","06-02-1998","429","100.00","2019-11-21 00:24:56.593"
"Brasil","Rio de Janeiro","Cabo Frio","BRAGA","","","Gestor de Turismo Público","Masculino","Medio","Parda","06-10-1973","429","100.00","2019-12-12 12:44:31.269"
"Brasil","Rio Grande do Sul","Bento Gonçalves","CIDADE ALTA","","","Gestor de Turismo Privado","Feminino","Superior","Branca","03-12-1992","429","100.00","2019-12-15 15:00:34.205"
"Brasil","Rio de Janeiro","Rio de Janeiro","CAMPO GRANDE ","","","Gestor de Turismo Privado","Feminino","Superior","Preta","03-10-1981","429","100.00","2019-04-14 22:56:23.602"
"Brasil","Ceará","Fortaleza","JANGURUSSU ","","","RH","Feminino","Superior","Parda","24-06-1993","429","100.00","2019-01-20 11:18:53.344"
"Brasil","São Paulo","Espírito Santo do Pinhal","LARGO DE SÃO JOÃO","","","Gestor de Turismo Privado","Feminino","Superior","Branca","17-08-1989","429","100.00","2019-04-30 14:02:56.669"
"Brasil","São Paulo","São Paulo","JARDIM PAULISTA","","","Turismóloga","Feminino","Superior incompleto","Branca","05-10-1994","429","100.00","2019-04-29 19:33:55.358"
"Brasil","Minas Gerais","Jacutinga","CORONEL RENNO","","","estudante turismo","Feminino","Superior incompleto","Parda","05-03-1986","429","100.00","2019-02-06 17:05:37.554"
"Brasil","São Paulo","São José dos Campos","CENTRO","","","Turismóloga","Feminino","Superior","Parda","02-05-1989","429","100.00","2019-02-06 13:56:14.616"
"Brasil","Rio de Janeiro","São Gonçalo","PORTO NOVO","","","Estud Gestão Turismo","Feminino","Superior","Branca","30-12-1980","429","100.00","2019-02-23 03:19:38.237"
"Brasil","Rio de Janeiro","Rio de Janeiro","PRAÇA DA BANDEIRA","","","Servidor Público","Feminino","Superior","Branca","03-10-1961","429","100.00","2019-02-09 17:30:52.179"
"Brasil","São Paulo","Moji das Cruzes","VILA SÃO PAULO","","","Guia de Turismo","Feminino","Superior","Parda","17-10-1966","429","100.00","2019-02-21 10:29:30.797"
"Brasil","Minas Gerais","Divisa Nova","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","10-10-1967","429","100.00","2019-04-10 16:20:36.578"
"Brasil","Ceará","Redenção","CENTRO ","","","Turismóloga ","Feminino","Superior","Parda","05-11-1991","429","100.00","2019-04-30 21:04:12.179"
"Brasil","Distrito Federal","Brasília","ASA NORTE","","","Gestor de Turismo Privado","Feminino","Superior","Parda","07-03-1974","429","100.00","2019-04-16 11:43:20.591"
"Brasil","Espírito Santo","Guarapari","SANTA MÔNICA","","","Artesã","Feminino","Superior","Parda","22-08-1980","429","100.00","2019-12-30 11:41:37.816"
"Brasil","Rio de Janeiro","Rio de Janeiro","TIJUCA","","","Gestor de Turismo Privado","Feminino","Superior","Branca","02-03-1954","429","100.00","2019-12-15 07:40:02.854"
"Brasil","São Paulo","São Paulo","PERDIZES","","","Gestor de Turismo Privado","Feminino","Superior","Branca","11-03-1957","429","100.00","2019-04-30 19:48:08.819"
"Brasil","Rio Grande do Norte","Goianinha","CATU","","","Estudante","Feminino","Superior incompleto","Indigena","25-06-1998","429","100.00","2019-12-04 17:14:50.378"
"Brasil","Amazonas","Manaus","CENTRO","","","Agente de turismo ","Feminino","Superior","Parda","05-08-1965","429","100.00","2019-04-30 21:32:19.97"
"Brasil","Maranhão","Formosa da Serra Negra","VILA VIANA","","","Gestor de Turismo Público","Feminino","Superior","Parda","23-08-1964","429","100.00","2019-01-30 18:47:56.3"
"Brasil","Piauí","Teresina","ANGELIM","","","Gestor de Turismo Público","Feminino","Superior incompleto","Parda","03-10-1997","429","100.00","2019-02-12 00:18:42.555"
"Brasil","Sergipe","Nossa Senhora da Glória","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior","Branca","18-01-1970","429","100.00","2019-01-30 18:34:03.544"
"Brasil","São Paulo","Guararema","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","12-03-1976","429","100.00","2019-04-14 16:43:19.82"
"Brasil","Rio Grande do Sul","Venâncio Aires","CENTRO","","","Gestor de Turismo Público","Feminino","Medio","Branca","14-11-1966","429","100.00","2019-04-30 14:34:05.552"
"Brasil","Tocantins","Araguacema","RUA HOSTÍLIO SAMPAIO","","","Guia de Turismo","Feminino","Superior","Parda","22-05-1975","429","100.00","2019-01-24 17:43:25.361"
"Brasil","Rio de Janeiro","Nova Iguaçu","COMENDADOR SOARES","","","UNIVERSITÁRIA","Feminino","Superior incompleto","Parda","06-08-1972","429","100.00","2019-02-11 08:39:36.859"
"Brasil","São Paulo","Praia Grande","Anhanguera","","","Funcionário público ","Feminino","Superior","Parda","04-07-1959","429","100.00","2019-02-06 15:18:39.256"
"Brasil","Minas Gerais","Inhapim","CENTRO","","","Gestor de Turismo Privado","Feminino","Medio","Parda","02-04-1963","429","100.00","2019-01-27 17:49:43.611"
