"Nacionalidade","Estado","Cidade","Bairro","Trabalha","Carteira Assinada","Tipo de Estabelecimento","Sexo","Escolaridade","Raça","Data de Nascimento","Pontuação","Percentual de Conclusão do Canal","Data de Conclusão do Canal"
"Brasil","Rio Grande do Sul","Sapiranga","FLORESTA","","","Estudante Turismo","Feminino","Superior incompleto","Branca","01-07-1993","429","100.00","2018-07-23 15:37:14.668"
"Brasil","São Paulo","Ribeirão Pires","JARDIM ALVORADA","","","Educação Físia","Feminino","Superior","Branca","22-11-1973","429","100.00","2018-10-13 20:57:08.784"
"Brasil","Santa Catarina","Garopaba","CENTRO","","","Guia de Turismo","Masculino","Medio","Branca","14-11-1988","429","100.00","2018-07-17 14:43:34.973"
"Brasil","Rio de Janeiro","São Gonçalo","BOA VISTA","","","Autônomo","Masculino","Superior incompleto","Branca","21-09-1973","429","100.00","2018-12-12 12:18:42.187"
"Brasil","Bahia","Salvador","itapua","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Preta","10-05-1998","429","100.00","2018-10-30 16:53:00.876"
"Brasil","Bahia","Bonito","CENTRO","","","Gestor de Turismo Privado","Masculino","Medio","Parda","27-09-1983","429","100.00","2018-12-19 23:19:07.258"
"Brasil","Pará","Tracuateua","ÁGUA FRIA","","","Gestor de Turismo Público","Feminino","Superior","Parda","24-11-1987","429","100.00","2018-12-17 12:31:20.033"
"Brasil","São Paulo","Moji das Cruzes","VILA CAPUTERA","","","Gestor de Turismo Público","Feminino","Superior incompleto","Parda","11-07-1970","429","100.00","2018-10-25 16:27:39.115"
"Brasil","São Paulo","São Paulo","PIRAJUSSARA","","","Gestor de Turismo Privado","Masculino","Superior incompleto","Branca","18-10-1983","429","100.00","2018-12-21 14:05:25.809"
"Brasil","Santa Catarina","São Francisco do Sul","UBATUBA","","","Entidade/Associação","Feminino","Medio","Branca","30-04-1982","429","100.00","2018-08-22 13:53:36.194"
"Brasil","Amazonas","Manaus","NOVA CIDADE","","","Estudante","Masculino","Superior incompleto","Parda","17-08-1997","429","100.00","2018-11-21 14:04:34.951"
"Brasil","Bahia","Porto Seguro","PRAIA DO MUTA","","","Gestor de Turismo Privado","Masculino","Superior","Parda","05-04-1973","429","100.00","2018-08-24 19:12:48.923"
"Brasil","São Paulo","Atibaia","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","19-02-1976","429","100.00","2018-11-24 14:32:58.772"
"Brasil","Rio de Janeiro","Queimados","SÃO ROQUE","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Parda","11-01-1977","429","100.00","2018-11-24 12:29:08.972"
"Brasil","Alagoas","Marechal Deodoro","CARMO","","","Guia de Turismo","Feminino","Superior","Parda","19-02-1983","429","100.00","2018-08-29 19:42:12.302"
"Brasil","Mato Grosso do Sul","Jardim","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","25-03-1981","429","100.00","2018-07-31 10:36:24.833"
"Brasil","Mato Grosso","Nova Xavantina","XAVANTINA VELHA","","","Gestor de Turismo Público","Feminino","Superior","Parda","28-04-1994","429","100.00","2018-07-31 22:46:29.48"
"Brasil","São Paulo","Rio Grande da Serra","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Parda","08-10-1986","429","100.00","2018-12-24 02:50:11.0"
"Brasil","Sergipe","Aracaju","GRAGERU","","","Gestor de Turismo Privado","Feminino","Superior","Parda","10-09-1970","429","100.00","2018-09-12 14:11:52.292"
"Brasil","Rio Grande do Sul","São José dos Ausentes","CENTRO","","","Gestor de Turismo Público","Feminino","Superior incompleto","Branca","16-09-1981","429","100.00","2018-07-09 10:39:39.939"
"Brasil","Rio Grande do Norte","Caraúbas","ZONA RURAL","","","estudante ","Feminino","Superior incompleto","Branca","22-12-1993","429","100.00","2018-12-01 16:37:59.734"
"Brasil","São Paulo","Ilhabela","PEREQUÊ","","","Estagiário ","Masculino","Superior","Parda","16-08-1994","429","100.00","2018-12-14 19:51:42.914"
"Brasil","Rio de Janeiro","Quissamã","CENTRO","","","Gestor de Turismo Público","Masculino","Superior incompleto","Parda","08-03-1980","429","100.00","2018-11-11 02:12:51.241"
"Brasil","Santa Catarina","São Pedro de Alcântara","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Branca","30-10-1960","429","100.00","2018-09-17 12:25:06.838"
"Brasil","Rio Grande do Sul","Bagé","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","19-02-1984","429","100.00","2018-09-04 16:31:41.395"
"Brasil","São Paulo","Caraguatatuba","TINGA","","","vendora","Feminino","Medio","Branca","10-02-1993","429","100.00","2018-12-09 15:18:06.344"
"Brasil","Rio Grande do Sul","Torres","ITAPEVA","","","Estagiário Casa do T","Feminino","Superior incompleto","Branca","06-03-1969","429","100.00","2018-10-18 22:12:00.46"
"Brasil","Rio Grande do Sul","Sananduva","Centro","","","Gestor de Turismo Público","Feminino","Superior","Branca","06-02-1991","429","100.00","2018-07-14 00:30:21.621"
"Brasil","Minas Gerais","Ouro Preto","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Parda","07-07-1985","429","100.00","2018-11-05 10:41:32.496"
"Brasil","São Paulo","São Paulo","ITAIM BIBI","","","administrativo","Feminino","Superior incompleto","Branca","09-06-1976","429","100.00","2018-11-29 18:08:38.953"
"Brasil","São Paulo","São Paulo","SAUDE","","","Desempregada","Feminino","Superior","Amarela","25-02-1984","429","100.00","2018-11-08 14:20:06.446"
"Brasil","Espírito Santo","Fundão","SÃO JOSÉ","","","Assessora de turismo","Feminino","Superior","Branca","08-07-1981","429","100.00","2018-10-31 11:43:31.868"
"Brasil","Maranhão","São Luís","CENTRO","","","Gestor de Turismo Privado","Masculino","Superior","Preta","16-05-1975","429","100.00","2018-08-19 17:02:47.047"
"Brasil","Bahia","Eunápolis","DR. GUSMAO","","","Gestor de Turismo Privado","Masculino","Superior incompleto","Parda","26-12-1994","429","100.00","2018-11-14 09:27:58.201"
"Brasil","Amazonas","Manaus","NOVO ALEIXO","","","Estudante","Feminino","Superior incompleto","Parda","02-08-1994","429","100.00","2018-07-13 20:25:22.75"
"Brasil","Minas Gerais","Uberaba","RECREIO DOS BANDEIRANTES","","","viajante","Feminino","Superior incompleto","Branca","24-10-1989","429","100.00","2018-09-24 16:55:28.69"
"Brasil","Sergipe","Propriá","REMANSO","","","Consultor","Feminino","Superior","Parda","11-04-1992","429","100.00","2018-11-17 22:57:33.832"
"Brasil","Sergipe","Aracaju","SANTOS DUMONT","","","Estudante","Feminino","Superior","Parda","16-11-1988","429","100.00","2018-07-27 15:37:22.693"
"Brasil","Rio Grande do Sul","Porto Alegre","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","12-02-1978","429","100.00","2018-11-14 11:24:00.581"
"Brasil","Maranhão","São Luís","BEQUIMÃO","","","Gestor de Turismo Público","Feminino","Superior incompleto","Parda","21-03-2000","429","100.00","2018-10-01 01:49:38.797"
"Brasil","São Paulo","São Paulo","PERDIZES","","","Estudante de Turismo","Feminino","Superior","Branca","04-07-1963","429","100.00","2018-12-12 22:10:38.461"
"Brasil","Paraná","Londrina","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior","Branca","25-09-1969","429","100.00","2018-12-28 12:07:22.688"
"Brasil","São Paulo","São Paulo","VILA MARIANA","","","Guia de Turismo","Feminino","Superior","Branca","01-01-1975","429","100.00","2018-09-08 22:56:23.855"
"Brasil","Bahia","Pindobaçu","Pindobaçu","","","ACS","Masculino","Superior","Parda","15-04-1985","429","100.00","2018-12-24 17:47:59.064"
"Brasil","Mato Grosso","Poconé","BOA NOVA","","","Turismólogo","Masculino","Superior","Parda","12-02-1990","429","100.00","2018-12-31 19:58:56.232"
"Brasil","Minas Gerais","Mariana","SANTANA","","","ONG","Masculino","Superior","Branca","23-03-1990","429","100.00","2018-10-26 21:21:41.084"
"Brasil","Rio Grande do Sul","Jaguarão","GERMANO","","","Estudante","Masculino","Superior","Branca","27-11-1987","429","100.00","2018-11-02 09:46:52.444"
"Brasil","São Paulo","São Paulo","PARADA INGLESA","","","Mestrando","Masculino","Superior","Branca","11-12-1990","429","100.00","2018-11-25 17:52:03.625"
"Brasil","Rio Grande do Norte","Currais Novos","CENTRO","","","Gestor de Turismo Privado","Masculino","Superior","Parda","07-02-1976","429","100.00","2018-07-17 09:51:24.719"
"Brasil","Minas Gerais","Grão Mogol","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Parda","14-12-1983","429","100.00","2018-10-08 15:28:52.434"
"Brasil","Minas Gerais","Ouro Preto","BAUXITA","","","Turismologa","Feminino","Superior incompleto","Parda","24-11-1982","429","100.00","2018-08-19 17:28:42.46"
"Brasil","Rio Grande do Sul","Santo Ângelo","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Branca","25-07-1991","429","100.00","2018-08-27 01:37:25.328"
"Brasil","São Paulo","São Simão","Centro","","","Gestor de Turismo Público","Masculino","Superior","Branca","03-06-1969","429","100.00","2018-09-05 01:11:45.549"
"Brasil","Rio de Janeiro","Parati","ILHA DO ARAÚJO","","","Gestor de Turismo Privado","Masculino","Superior","Parda","07-10-1991","429","100.00","2018-07-09 01:47:50.915"
"Brasil","Minas Gerais","Extrema","NENHUM","","","desempregada","Feminino","Superior","Branca","04-05-1990","429","100.00","2018-09-03 22:50:05.428"
"Brasil","Rio de Janeiro","Rio de Janeiro","MANGUINHOS","","","Professor","Masculino","Superior","Parda","24-07-1980","429","100.00","2018-12-29 12:48:53.499"
"Brasil","Bahia","Porto Seguro","MIRA PORTO","","","Gestor de Turismo Privado","Masculino","Medio","Parda","02-01-1972","429","100.00","2018-07-21 17:39:50.771"
"Brasil","Rio de Janeiro","Japeri","VILA LARANJAL","","","Gestor de Turismo Privado","Masculino","Superior incompleto","Branca","06-01-1967","429","100.00","2018-07-09 22:18:34.638"
"Brasil","Santa Catarina","Navegantes","CENTRO","","","Gestor de Turismo Privado","Masculino","Superior","Branca","29-06-1970","429","100.00","2018-10-08 10:44:35.733"
"Brasil","São Paulo","São Carlos","SÃO CARLOS","","","Gestor de Turismo Privado","Masculino","Superior","Branca","13-03-1976","429","100.00","2018-08-10 11:58:55.637"
"Brasil","Distrito Federal","Brasília","SAMAMBAIA","","","Gestor de Turismo Privado","Masculino","Superior incompleto","Parda","26-09-1998","429","100.00","2018-06-28 11:44:47.562"
"Brasil","São Paulo","Praia Grande","BOQUEIRÃO","","","Administrativo","Feminino","Superior","Branca","22-02-1988","429","100.00","2018-09-12 16:30:02.026"
"Brasil","Sergipe","Aracaju","PONTO NOVO","","","Gestor de Turismo Público","Feminino","Superior","Parda","18-07-1987","429","100.00","2018-07-15 11:58:56.042"
"Brasil","Pernambuco","Jaboatão dos Guararapes","PIEDADE ","","","Gestor de Turismo Privado","Masculino","Superior","Amarela","08-08-1971","429","100.00","2018-12-17 21:49:18.629"
"Brasil","Rio de Janeiro","Nova Iguaçu","ERMELINDA","","","Guia de turismo","Masculino","Superior incompleto","Parda","10-06-1976","429","100.00","2018-07-24 13:55:11.256"
"Brasil","Pará","Altamira","independente 1","","","Gestor de Turismo Público","Feminino","Superior incompleto","Branca","22-09-1987","429","100.00","2018-07-24 13:39:25.019"
"Brasil","Rio de Janeiro","Macaé","RIVIERA FLUMINENSE","","","Estudante","Feminino","Superior incompleto","Branca","04-09-1966","429","100.00","2018-11-15 18:47:17.887"
"Brasil","Pernambuco","Abreu e Lima","DESTERRO","","","Gestor de Turismo Público","Masculino","Medio","Parda","24-05-1988","429","100.00","2018-07-15 16:56:53.4"
"Brasil","São Paulo","Botucatu","COHAB VI","","","Gestor de Turismo Privado","Masculino","Superior","Branca","02-03-1980","429","100.00","2018-12-28 00:29:23.529"
"Brasil","Rio de Janeiro","Macaé","NOVO HORIZONTE","","","Gestor de Turismo Público","Feminino","Superior incompleto","Branca","07-05-1965","429","100.00","2018-11-15 17:28:36.187"
"Brasil","São Paulo","Itanhaém","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Branca","13-11-1962","429","100.00","2018-10-23 00:35:53.723"
"Brasil","Paraná","Foz do Iguaçu","CENTRO","","","ASSIST. EVENTOS","Feminino","Superior","Branca","04-07-1989","429","100.00","2018-10-22 17:48:36.401"
"Brasil","Mato Grosso do Sul","Campo Grande","NOVA CAMPO GRANDE ","","","AEROVIARIA ","Feminino","Superior","Parda","16-03-1983","429","100.00","2018-12-26 20:24:14.897"
"Brasil","Rio de Janeiro","Rio de Janeiro","REALENGO","","","Turismólogo","Masculino","Superior incompleto","Preta","15-03-1985","429","100.00","2018-11-25 04:11:50.297"
"Brasil","Pernambuco","Recife","PARNAMIRIM","","","Gestor de Turismo Privado","Masculino","Superior","Preta","25-06-1997","429","100.00","2018-06-22 18:40:59.932"
"Brasil","Minas Gerais","Lagoa Santa","LUNDCEIA","","","Estudante de Turismo","Masculino","Superior","Branca","04-03-1962","429","100.00","2018-08-18 20:32:07.261"
"Brasil","Rio Grande do Sul","São Miguel das Missões","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Branca","08-04-1994","429","100.00","2018-12-13 11:22:34.302"
"Brasil","Maranhão","Barra do Corda","CENTRO","","","Escola","Feminino","Superior","Parda","10-10-1985","429","100.00","2018-09-08 22:02:34.397"
"Brasil","Amazonas","Manaus","CIDADE NOVA 2","","","Gestor de Turismo Privado","Masculino","Medio","Parda","19-02-1968","429","100.00","2018-12-07 10:27:00.099"
"Brasil","Espírito Santo","Serra","ANDRE CARLONI","","","Guia de Turismo","Feminino","Superior","Parda","28-06-1965","429","100.00","2018-12-03 18:00:56.46"
"Brasil","Paraná","Turvo","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Parda","14-01-1991","429","100.00","2018-11-29 11:03:37.788"
"Brasil","Santa Catarina","Fraiburgo","BELA VISTA","","","Analista financeiro","Feminino","Medio","Branca","19-11-1977","429","100.00","2018-10-25 17:32:55.883"
"Brasil","Distrito Federal","Brasília","ASA NORTE","","","Gestor de Turismo Público","Feminino","Superior","Branca","21-02-1974","429","100.00","2018-07-09 15:33:37.188"
"Brasil","Distrito Federal","Brasília","GUARÁ","","","Gestor de Turismo Público","Masculino","Superior","Branca","04-11-1966","429","100.00","2018-10-10 16:38:31.516"
"Brasil","São Paulo","Eldorado","JARDIM LORENA","","","gestor ambiental","Masculino","Superior","Parda","12-03-1966","429","100.00","2018-11-30 23:28:52.791"
"Brasil","Mato Grosso do Sul","Campo Grande","VILA CARLOTA","","","Turismóloga ","Feminino","Superior","Parda","23-03-1965","429","100.00","2018-11-18 18:02:47.906"
"Brasil","Paraná","São Miguel do Iguaçu","SANTA CRUZ DO OCOI","","","Estudante","Feminino","Superior incompleto","Branca","11-10-1998","429","100.00","2018-12-29 22:11:21.882"
"Brasil","Rio Grande do Sul","Nova Prata","Sagrada Família","","","Letras","Masculino","Superior","Branca","31-01-1975","429","100.00","2018-07-16 00:16:34.988"
"Brasil","São Paulo","Fernandópolis","JARDIM SANTA HELENA","","","Gestor de Turismo Privado","Masculino","Superior","Branca","21-08-1975","429","100.00","2018-07-13 04:43:41.423"
"Brasil","Rio de Janeiro","São Gonçalo","GRADIM","","","MEI","Feminino","Superior incompleto","Parda","26-07-1984","429","100.00","2018-11-13 13:39:15.621"
"Brasil","São Paulo","São Paulo","V. MARINA","","","administrador","Masculino","Superior","Branca","04-04-1964","429","100.00","2018-11-25 12:28:38.61"
"Brasil","São Paulo","Peruíbe","GUARAÚ","","","Gestor de Turismo Privado","Masculino","Superior","Parda","23-10-1978","429","100.00","2018-11-26 19:26:35.709"
"Brasil","Rio Grande do Sul","Barra do Quaraí","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Branca","03-02-1972","429","100.00","2018-12-28 10:20:42.163"
"Brasil","Rio Grande do Sul","Três Arroios","CENTRO","","","diretora de turismo ","Feminino","Superior","Branca","25-05-1992","429","100.00","2018-08-30 09:25:22.333"
"Brasil","São Paulo","Carapicuíba","JD SANTA TEREZA","","","vendedor","Masculino","Superior","Branca","20-08-1985","429","100.00","2018-09-19 20:08:10.211"
"Brasil","Rio de Janeiro","São Pedro da Aldeia","CENTRO","","","Gestor de Turismo Privado","Masculino","Superior","Branca","09-10-1976","429","100.00","2018-10-30 10:47:49.289"
"Brasil","São Paulo","Barueri","Jd. Belval","","","Gestor de Turismo Público","Masculino","Superior","Parda","07-01-1985","429","100.00","2018-08-23 10:47:58.394"
"Brasil","Espírito Santo","Vila Velha","CIDADE DA BARRA","","","Gestor de Turismo Público","Masculino","Medio","Branca","24-10-1993","429","100.00","2018-12-21 18:54:41.87"
"Brasil","Minas Gerais","Brasópolis","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Branca","03-01-1986","429","100.00","2018-08-28 10:31:45.042"
"Brasil","Rio Grande do Sul","Santa Maria","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior","Branca","13-04-1992","429","100.00","2018-07-30 09:31:56.884"
"Brasil","Distrito Federal","Brasília","ASA NORTE","","","Profissional de TI","Masculino","Superior","Parda","17-08-1966","429","100.00","2018-11-14 10:00:28.677"
"Brasil","São Paulo","Votuporanga","VILA DUTRA","","","Gestor de Turismo Público","Masculino","Superior","Branca","03-08-1979","429","100.00","2018-09-26 19:09:35.657"
"Brasil","São Paulo","Jaú","VILAGIO DI ROMA","","","Professor","Masculino","Superior","Branca","29-11-1979","429","100.00","2018-11-27 02:00:18.392"
"Brasil","Rio de Janeiro","Macaé","RIVIERA FLUMINENSE","","","Estudante","Masculino","Superior incompleto","Branca","17-09-1988","429","100.00","2018-11-16 03:45:23.344"
"Brasil","São Paulo","Sete Barras","JARDIM MAGÁRIO","","","Gestor de Turismo Privado","Masculino","Medio","Branca","12-03-1958","429","100.00","2018-10-22 17:13:28.709"
"Brasil","Mato Grosso do Sul","Bela Vista","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior","Branca","27-11-1973","429","100.00","2018-09-12 10:01:55.266"
"Brasil","Minas Gerais","Ouro Preto","ANTONIO DIAS","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Parda","25-12-1989","429","100.00","2018-12-19 21:28:30.578"
"Brasil","Distrito Federal","Brasília","ASA NORTE","","","Gestor de Turismo Privado","Masculino","Superior","Branca","14-07-1978","429","100.00","2018-07-19 17:20:41.368"
"Brasil","Alagoas","Maceió","JACINTINHO","","","Gestor de Turismo Público","Feminino","Superior incompleto","Parda","14-03-1963","429","100.00","2018-09-11 23:52:47.121"
"Brasil","São Paulo","São Paulo","CENTRO","","","Construção Civil","Feminino","Superior","Branca","20-05-1993","429","100.00","2018-09-23 18:24:22.705"
"Brasil","São Paulo","Amparo","CENTRO","","","Consorcio de Turismo","Feminino","Superior","Preta","13-06-1977","429","100.00","2018-11-28 16:38:10.001"
"Brasil","Minas Gerais","Manga","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","22-11-1970","429","100.00","2018-12-20 16:02:28.59"
"Brasil","Piauí","Teresina","PROMORAR","","","Gestor de Turismo Público","Feminino","Superior","Parda","19-03-1989","429","100.00","2018-09-05 12:48:12.79"
"Brasil","Ceará","Redenção","CENTRO","","","não","Masculino","Superior","Parda","15-11-1992","429","100.00","2018-07-23 18:09:44.766"
"Brasil","Pará","Marabá","CIDADE NOVA","","","EMPRESÁRIO","Masculino","Superior","Branca","24-07-1964","429","100.00","2018-12-28 00:22:59.379"
"Brasil","Pará","Parauapebas","CIDADE NOVA","","","Gestor de Turismo Privado","Masculino","Superior","Parda","24-01-1964","429","100.00","2018-12-06 22:18:26.656"
"Brasil","Roraima","Caracaraí","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Parda","13-05-1986","429","100.00","2018-07-12 21:06:21.218"
"Brasil","Roraima","Mucajaí","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Parda","07-12-1981","429","100.00","2018-08-28 19:59:40.364"
"Brasil","Rio de Janeiro","Rio de Janeiro","SANTA CRUZ","","","Guia de turismo","Masculino","Medio","Parda","03-04-1993","429","100.00","2018-12-03 20:38:49.278"
"Brasil","Rio Grande do Sul","São Miguel das Missões","CENTRO","","","Estagiário","Masculino","Medio incompleto","Amarela","27-10-2001","429","100.00","2018-10-08 11:34:44.39"
"Brasil","Distrito Federal","Brasília","LAGO NORTE","","","Gestor de Turismo Público","Masculino","Superior","Branca","05-03-1986","429","100.00","2018-08-09 12:11:23.461"
"Brasil","Ceará","Viçosa do Ceará","CENTRO","","","Gestor de Turismo Privado","Masculino","Superior","Branca","03-05-1976","429","100.00","2018-07-16 08:17:35.531"
"Brasil","Ceará","Canindé","ALTO GUARAMIRANGA","","","Gestor de Turismo Público","Masculino","Superior","Parda","22-12-1985","429","100.00","2018-11-14 16:05:52.644"
"Brasil","Rio de Janeiro","Duque de Caxias","JARDIM PRIMAVERA","","","Inspetor escolar","Masculino","Superior","Parda","09-11-1975","429","100.00","2018-12-29 13:24:12.798"
"Brasil","Bahia","Entre Rios","SUBAÚMA","","","Gestor de Turismo Público","Masculino","Superior","Parda","24-10-1974","429","100.00","2018-10-30 21:37:53.547"
"Brasil","Minas Gerais","Buritizeiro","CENTRO ","","","Gestor de Cultura","Masculino","Superior","Parda","21-02-1982","429","100.00","2018-12-01 17:35:38.756"
"Brasil","Espírito Santo","Serra","PQ DAS GAIVOTAS","","","GESTOR ","Masculino","Superior incompleto","Branca","05-09-1989","429","100.00","2018-07-08 20:47:20.393"
"Brasil","Rio Grande do Norte","Natal","NEÓPOLIS","","","Gestor de Turismo Privado","Masculino","Superior incompleto","Parda","15-09-1992","429","100.00","2018-06-24 17:56:41.854"
"Brasil","Minas Gerais","Poços de Caldas","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","29-09-1985","429","100.00","2018-07-09 16:42:00.343"
"Brasil","Goiás","Aparecida de Goiânia","PARQUE RIO DAS PEDRAS","","","Hotel","Feminino","Medio","Parda","26-10-1995","429","100.00","2018-12-09 22:07:28.066"
"Brasil","Rio de Janeiro","Maricá","ITAIPUAÇÚ","","","Assistente administv","Feminino","Superior incompleto","Amarela","29-09-1979","429","100.00","2018-11-27 13:07:47.301"
"Brasil","Rio de Janeiro","Rio de Janeiro","REALENGO","","","Estudante de turismo","Feminino","Superior incompleto","Branca","27-06-1995","429","100.00","2018-11-25 01:43:45.301"
"Brasil","Rio de Janeiro","Rio de Janeiro","REALENGO","","","estudante de turismo","Feminino","Superior incompleto","Branca","19-07-1996","429","100.00","2018-11-23 21:44:17.901"
"Brasil","Mato Grosso","Cuiabá","PLANALTO","","","Gestor de Turismo Privado","Masculino","Superior incompleto","Parda","26-10-1980","429","100.00","2018-07-25 20:56:48.317"
"Brasil","Roraima","Pacaraima","SUAPI","","","Gestor de Turismo Público","Feminino","Medio","Parda","10-12-1982","429","100.00","2018-09-20 17:50:37.091"
"Brasil","Rio de Janeiro","Rio de Janeiro","CAMPO Grande ","","","Garçom ","Masculino","Superior incompleto","Parda","10-08-1992","429","100.00","2018-11-24 18:50:15.398"
"Brasil","Rio de Janeiro","Duas Barras","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Branca","19-12-1991","429","100.00","2018-09-12 12:26:58.68"
"Brasil","Rio Grande do Sul","Porto Alegre","PARTENON","","","Gestor de Turismo Público","Masculino","Medio","Branca","10-02-1970","429","100.00","2018-06-22 15:10:26.825"
"Brasil","Amazonas","Parintins","CENTRO ","","","Analista em Turismo ","Feminino","Superior","Parda","23-08-1979","429","100.00","2018-11-26 13:35:26.057"
"Brasil","Rio Grande do Norte","Tibau do Sul","CENTRO","","","Gestor de Turismo Público","Feminino","Superior incompleto","Parda","11-05-1998","429","100.00","2018-09-16 22:28:03.398"
"Brasil","Espírito Santo","Guarapari","PEROCAO","","","Gestor de Turismo Privado","Masculino","Superior","Branca","09-05-1963","429","100.00","2018-07-01 19:36:46.253"
"Brasil","Santa Catarina","São José","JARDIM CIDADE FLORIANÓPOLIS","","","Gestor de Turismo Privado","Masculino","Superior","Branca","24-03-1959","429","100.00","2018-10-16 13:33:33.445"
"Brasil","Bahia","Porto Seguro","SÃO FRANCISCO ","","","Gestor de Turismo Público","Masculino","Superior incompleto","Parda","03-08-1986","429","100.00","2018-08-14 14:40:49.647"
"Brasil","Minas Gerais","Uberlândia","SANTA MÔNICA","","","Assist. de Projetos","Feminino","Superior","Branca","23-10-1987","429","100.00","2018-06-30 16:28:54.652"
"Brasil","Amazonas","Manaus","CENTRO","","","GUIA/MONITORA","Feminino","Superior incompleto","Branca","17-12-1999","429","100.00","2018-12-11 04:42:02.542"
"Brasil","Minas Gerais","Uberlândia","MINAS GERAIS","","","Area saude","Feminino","Superior","Parda","19-06-1967","429","100.00","2018-12-25 15:38:12.359"
"Brasil","Pernambuco","Camaragibe","CENTRO","","","Gestor de Turismo Público","Masculino","Superior incompleto","Parda","23-11-1981","429","100.00","2018-07-21 22:26:19.817"
"Brasil","Paraná","Ponta Grossa","UVARANAS","","","Estudante de Turismo","Feminino","Superior incompleto","Parda","12-04-2000","429","100.00","2018-12-31 17:04:14.18"
"Brasil","Rio Grande do Sul","Porto Alegre","PARTENON","","","enfermagem","Feminino","Superior incompleto","Parda","21-02-1967","429","100.00","2018-12-19 22:39:55.555"
"Brasil","Alagoas","Maceió","BENEDITO BENTES","","","rep de atendimento","Feminino","Superior incompleto","Parda","30-08-1995","429","100.00","2018-10-18 21:25:31.685"
"Brasil","Mato Grosso do Sul","Fátima do Sul","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Amarela","08-03-1984","429","100.00","2018-10-01 11:55:59.355"
"Brasil","Pará","Belém","VAL-DE-CANS","","","Turismologo","Masculino","Superior","Parda","12-06-1969","429","100.00","2018-10-30 12:24:04.226"
"Brasil","Distrito Federal","Brasília","AGUAS CLARAS","","","Professor","Masculino","Superior","Preta","05-02-1967","429","100.00","2018-07-19 11:31:36.133"
"Brasil","Goiás","Aparecida de Goiânia","CENTRO ","","","Gestor de Turismo Público","Masculino","Superior","Branca","21-03-1959","429","100.00","2018-09-08 14:22:40.105"
"Brasil","Pernambuco","Recife","CORDEIRO","","","Estudante de turismo","Masculino","Superior incompleto","Amarela","27-06-1994","429","100.00","2018-10-03 11:50:59.98"
"Brasil","Paraíba","João Pessoa","CASTELO  BRANCO","","","Estudante de graduaç","Masculino","Superior","Parda","27-07-1995","429","100.00","2018-07-27 17:37:16.932"
"Brasil","São Paulo","Guararema","CENTRO","","","Gestor de Turismo Privado","Masculino","Superior","Branca","01-07-1963","429","100.00","2018-10-25 21:06:08.766"
"Brasil","Amazonas","Manaus","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Parda","22-03-1985","429","100.00","2018-11-03 17:51:52.422"
"Brasil","São Paulo","Piracicaba","JARDIM ELITE","","","Estado","Masculino","Superior","Branca","20-08-1979","429","100.00","2018-11-04 11:48:49.574"
"Brasil","São Paulo","Limeira","JARDIM PIRATININGA","","","Gestor de Turismo Público","Masculino","Superior","Branca","16-08-1976","429","100.00","2018-09-04 22:44:09.035"
"Brasil","Distrito Federal","Brasília","GUARA","","","Gestor de Turismo Privado","Masculino","Superior incompleto","Preta","21-01-1994","429","100.00","2018-11-05 15:14:42.138"
"Brasil","Santa Catarina","Treviso","TREVISO","","","Ag. Administrativo","Feminino","Superior","Branca","14-06-1978","429","100.00","2018-08-28 21:49:48.8"
"Brasil","Rio de Janeiro","Mangaratiba","PRAIA DO SACO ","","","Licenciado em turism","Masculino","Superior incompleto","Branca","20-09-1990","429","100.00","2018-07-16 16:43:14.407"
"Brasil","Rio Grande do Norte","Natal","CANDELÁRIA","","","Professor universitá","Masculino","Superior","Parda","01-03-1982","429","100.00","2018-07-20 16:24:36.194"
"Brasil","Paraná","Siqueira Campos","CENTRO","","","Agente de viagens","Masculino","Superior incompleto","Branca","01-06-1970","429","100.00","2018-10-25 18:01:29.958"
